,Player,age,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
74,Christoph Kramer,30,Midfielder,Borussia M'gladbach,1464,616,848,Germany,22,10,12,0,0,0,0,0,0,0,0,5,1,4,12,5,7,4,0,0,0,0,0,0,0,0.74,122,67,366,0,0.25,252,298,-1,15,2,0.6,1.4,0.9,1.4,0.1,0,0,0,0.5,0.4,0.6,1,0,0.5,0.6,0,0.4,41.8,85.4,0,2.2,0
75,Christopher Antwi-Adjej,27,Midfielder,Paderborn,2472,1203,1269,Germany,34,17,17,1,0,1,2,2,0,0,0,5,1,4,58,35,23,2,0,0.11,0.07,0.04,0,0.07,2472,2.11,43,73,1236,1236,0.07,214,211,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Christopher Lenz,26,Defender,Union Berlin,2269,1080,1189,Germany,26,12,14,0,0,0,3,1,2,0,0,6,5,1,40,14,26,2,0,0.12,0.12,0,0,0,0,1.59,57,87,1135,756,0.08,360,137,83,24,2.4,1.7,1.3,2.1,0.9,0.4,0,0,3,0.5,0.9,0.9,0.8,0,0.5,1.3,3,0.9,30.8,72.5,0.5,1.9,0
77,Christopher Nkunku,23,Midfielder,RB Leipzig,1926,964,962,France,32,16,16,5,2,3,13,7,6,0,0,9,1,8,16,9,7,2,0,0.84,0.61,0.23,0.19,0.28,385,0.75,120,60,963,148,0.09,96,4,-1,5,0.7,0.6,0.8,0.2,0.8,0.1,0,5,13,1.6,2.3,1.7,1.3,0.2,1,1.6,13,2.3,21.7,85.9,1.4,0.6,0.1
78,Christopher Trimmel,34,Defender,Union Berlin,2864,1530,1334,Austria,32,17,15,0,0,0,8,4,4,0,0,8,7,1,48,18,30,6,0,0.25,0.25,0,0,0,0,1.51,60,90,477,358,0.19,359,49,71,25,2.2,1.6,1.1,2.5,0.7,0.3,0,0,8,0.2,2.1,0.7,0.7,0,0.3,0.8,8,2.1,30.8,71.3,2.4,2.5,0
79,Claudio Miguel Pizarro Bossio,42,Forward,Werder Bremen,216,171,45,Peru,18,11,7,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1.25,72,12,0,0,0,-1,-1,-1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Connor Noß,20,Forward,Borussia M'gladbach,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Corentin Tolisso,26,Midfielder,Bayern München,636,353,283,France,13,6,7,1,0,1,2,1,1,0,0,5,2,3,7,6,1,0,0,0.42,0.28,0.14,0,0.32,636,0.99,91,49,0,318,0,140,34,-1,14,0.7,0.3,0.5,0.2,0.6,0.2,0,1,2,1.2,1,0.5,0.5,0,1,0.6,2,1,41.9,89.9,0.1,3.2,0.2
82,Daichi Kamada,24,Midfielder,Eintracht Frankfurt,1972,1046,926,Japan,28,14,14,2,1,1,4,1,3,0,0,2,1,1,38,21,17,5,0,0.27,0.18,0.09,0.09,0.1,986,1.73,52,70,394,493,0.23,170,82,-1,9,1,0.4,1,0.2,1.2,0,0,2,4,1.6,1.3,1.4,1.4,0.3,1.3,2.1,4,1.3,24.1,79.7,0.9,1,0
83,Daishawn Redan,20,Forward,Hertha BSC,20,20,0,Netherlands,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.5,20,20,0,0,0,-1,-1,-1,22,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,100,0,0,0
84,Daley Sinkgraven,25,Midfielder,Bayer Leverkusen,913,401,512,Netherlands,13,5,8,0,0,0,1,1,0,0,0,4,2,2,9,4,5,1,0,0.1,0.1,0,0,0,0,0.89,101,70,913,913,0.1,257,149,-1,19,1.5,0.8,0.9,1,1.2,0.2,0,0,1,0,0.7,1,0.4,0,0.5,0.8,1,0.7,49.6,86,0.2,2.9,0.1
85,Dan-Axel Zagadou,22,Defender,Borussia Dortmund,978,411,567,France,15,7,8,1,0,1,1,0,1,0,0,8,5,3,12,3,9,1,0,0.18,0.09,0.09,0,0.16,978,1.1,82,65,978,978,0.09,171,182,30,15,1.1,1,0.4,2.3,0.1,0.5,0,1,1,0.3,0.4,0.4,0.1,0,0.2,0.3,1,0.4,55.3,91.1,0.1,4.1,0
86,Dani Olmo,23,Midfielder,RB Leipzig,753,327,426,Spain,12,6,6,3,0,3,1,1,0,0,0,5,1,4,4,1,3,1,0,0.48,0.12,0.36,0,0.63,251,0.48,188,63,753,753,0.12,52,131,-1,7,1.7,0.3,0.8,0.5,1,0.1,0,3,1,1.8,0.8,0.5,1.7,0,2.1,1.5,1,0.8,28.2,75.4,0.4,0.9,0.3
87,Daniel Baier,37,Midfielder,Augsburg,1946,950,996,Germany,23,11,12,1,1,0,0,0,0,0,0,5,3,2,38,15,23,6,0,0.05,0,0.05,0.09,0,1946,1.76,51,85,324,0,0.28,208,313,-1,12,1.4,2.5,1.3,1,1.2,0.3,0,1,0,0.7,0.4,0.4,1.7,0,0.4,0.8,0,0.4,38.3,75.1,0,2.3,0
88,Daniel Brosinski,32,Defender,Mainz 05,1701,886,815,Germany,26,13,13,2,1,1,4,3,1,1,0,4,1,3,28,14,14,3,0,0.32,0.21,0.11,0.1,0.11,851,1.48,61,65,567,425,0.16,157,62,67,8,1.5,0.5,0.5,1.8,0.7,0.1,1,2,4,0.9,2.1,0.3,0.3,0,0.1,0.7,4,2.1,25.9,67.6,2.2,2,0
89,Daniel Caligiuri,33,Midfielder,Schalke 04,2300,1200,1100,Germany,28,14,14,2,2,0,2,0,2,1,0,6,4,2,41,17,24,5,0,0.16,0.08,0.08,0.15,0,1150,1.6,56,82,460,1150,0.2,173,190,-1,10,2.1,0.9,0.9,1.1,1.7,0.2,0,2,2,1.6,1.4,1.5,1.5,0,2.1,2.4,2,1.4,30,67.6,1.1,1.4,0
90,Daniel Ginczek,30,Forward,Wolfsburg,768,376,392,Germany,18,9,9,3,0,3,1,1,0,0,0,2,1,1,17,9,8,2,0,0.47,0.12,0.35,0,0.69,256,1.99,45,43,384,768,0.23,54,133,-1,5,0.2,0.1,0.5,0.2,0.6,0.1,0,3,1,1.3,0.5,0.3,0.5,0.3,0.9,1.3,1,0.5,10.9,66.3,0.1,0.3,0.1
91,Danny Latza,31,Midfielder,Mainz 05,1374,631,743,Germany,23,10,13,0,0,0,2,1,1,0,0,3,1,2,24,8,16,7,0,0.13,0.13,0,0,0,0,1.57,57,60,196,687,0.46,297,123,-1,23,1.4,0.7,1.8,1,1.4,0.2,0,0,2,0.7,0.9,0.8,1,0,0.8,1,2,0.9,26.6,80,0.1,1.8,0
92,Danny Vieira da Costa,27,Defender,Eintracht Frankfurt,1389,741,648,Germany,19,10,9,1,0,1,4,4,0,0,0,3,3,0,26,9,17,0,0,0.32,0.26,0.06,0,0.14,1389,1.68,53,73,0,347,0,195,38,92,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Darko Churlinov,20,Midfielder,Köln,20,0,20,FYR Macedonia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,-1,-1,-1,21,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,3,0,1,8,75,1,0,0
94,David Abraham,34,Defender,Eintracht Frankfurt,1691,794,897,Argentina,20,10,10,2,2,0,0,0,0,0,0,5,4,1,27,10,17,3,1,0.11,0,0.11,0.23,0,846,1.44,63,85,423,0,0.21,156,383,64,10,1.1,1.2,0.7,2.9,0.9,0.6,0,2,0,0.4,0.1,0.4,0.6,0,0.2,0.3,0,0.1,43.5,81.6,0.2,3.6,0
95,David Alaba,28,Defender,Bayern München,2498,1170,1328,Austria,28,13,15,1,1,0,1,1,0,0,0,14,6,8,22,11,11,0,0,0.07,0.04,0.04,0.08,0,2498,0.79,114,89,0,2498,0,220,232,6,13,1.1,1,0.4,1.2,0.3,0.4,0,1,1,0.7,0.7,0.3,0.3,0,0.1,0.6,1,0.7,86.7,90.7,0.4,5,0.1
96,Davie Selke,26,Forward,Werder Bremen,1415,802,613,Germany,30,15,15,1,1,0,1,1,0,0,0,7,3,4,27,16,11,6,0,0.13,0.06,0.06,0.11,0,1415,1.72,52,47,236,1415,0.38,201,216,-1,9,0.2,0,1.2,0.2,0.2,0,0,0,0,1.1,0.4,0.2,0.5,0.5,1.1,1.5,0,0.4,12.5,63.8,0,0,0
97,Davie Selke,26,Forward,Werder Bremen,1415,802,613,Germany,30,15,15,1,1,0,1,1,0,0,0,7,3,4,27,16,11,6,0,0.13,0.06,0.06,0.11,0,1415,1.72,52,47,236,1415,0.38,201,216,-1,9,0.3,0.1,1.4,0.6,0.2,0.1,0,1,1,1,0.3,0.3,1.1,0.3,0.7,1.9,1,0.3,12.1,60,0,0.1,0
98,Davy Klaassen,28,Midfielder,Werder Bremen,2941,1414,1527,Netherlands,33,16,17,7,1,6,5,0,5,1,2,4,1,3,62,29,33,7,0,0.37,0.15,0.21,0.06,0.35,420,1.9,47,89,420,588,0.21,102,105,-1,3,1.7,1.2,0.8,1.2,1.2,0.5,1,7,5,1.4,1.2,0.3,1.1,0.1,0.5,1.5,5,1.2,37.4,76.5,0.1,1.6,0
99,Dawid Kownacki,24,Forward,Fortuna Düsseldorf,1090,562,528,Poland,20,11,9,0,0,0,0,0,0,0,0,2,2,0,24,9,15,4,0,0,0,0,0,0,0,1.98,45,55,273,0,0.33,244,296,-1,17,0.7,0.3,1.1,0.3,0.5,0.1,0,0,0,1.3,0.6,1,1.3,0.1,0.7,1.7,0,0.6,14.4,68.4,0.1,0.4,0
100,Dayot Upamecano,22,Defender,RB Leipzig,2359,1129,1230,France,28,14,14,0,0,0,1,1,0,0,0,8,2,6,27,15,12,8,1,0.04,0.04,0,0,0,0,1.03,87,84,295,2359,0.31,266,241,26,19,1.9,1.5,1,3,0.7,0.6,0,0,1,0.5,0.3,1,0.5,0,0.5,0.8,1,0.3,70.1,89.1,0,5.8,0
101,Dedryck Boyata,30,Defender,Hertha BSC,2439,1279,1160,Belgium,28,15,13,4,2,2,1,0,1,0,0,9,6,3,38,20,18,9,1,0.18,0.04,0.15,0.14,0.16,610,1.4,64,87,244,2439,0.37,129,236,61,5,0.9,2.2,0.8,5.6,0.3,1.1,0,4,1,0.6,0.1,0.3,0.3,0.1,0.1,0.3,1,0.1,48.9,89.4,0,3.9,0
102,Dejan Joveljić,21,Forward,Eintracht Frankfurt,149,52,97,Serbia,4,2,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,0,2.42,37,37,149,0,0.6,-1,-1,-1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Denis Zakaria,24,Midfielder,Borussia M'gladbach,1947,1026,921,Switzerland,23,12,11,2,2,0,2,1,1,0,0,5,2,3,21,11,10,7,0,0.18,0.09,0.09,0.18,0,974,0.97,93,85,278,974,0.32,166,169,-1,9,2.1,1.6,1,1.1,0.8,0.5,0,2,2,1,0.5,2,0.7,0,0.8,0.9,2,0.5,38.3,86.7,0,1.5,0.1
104,Dennis Borkowski,19,Forward,RB Leipzig,8,0,8,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,50,0,0,0
105,Dennis Geiger,22,Midfielder,Hoffenheim,1138,704,434,Germany,21,13,8,0,0,0,3,2,1,0,0,5,3,2,23,17,6,3,0,0.24,0.24,0,0,0,0,1.82,49,54,379,379,0.24,353,52,-1,22,0.6,0.3,1.2,0.2,0.7,0.1,0,0,3,0.6,1.4,0.3,0.7,0,0.8,0.7,3,1.4,25.9,87.7,1.2,0.9,0
106,Dennis Jastrzembski,21,Forward,Paderborn,174,16,158,Germany,6,2,4,0,0,0,0,0,0,0,0,1,0,1,4,2,2,0,0,0,0,0,0,0,0,2.07,44,29,0,0,0,-1,-1,-1,17,0.3,0.5,0.2,0,0.2,0,0,0,0,0.3,0.3,0.2,0.3,0,0.2,0.7,0,0.3,6.8,73.2,0.3,0.2,0
107,Dennis Smarsch,22,Goalkeeper,Hertha BSC,150,0,150,Germany,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2.4,38,75,0,0,0,-1,-1,-1,16,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,67.2,0,7,0
108,Dennis Srbeny,27,Forward,Paderborn,1127,536,591,Germany,17,8,9,5,4,1,1,1,0,0,0,3,0,3,26,18,8,2,0,0.48,0.08,0.4,0.67,0.15,225,2.08,43,66,564,1127,0.16,42,186,-1,2,0.6,0.2,1.1,0.5,0.8,0.1,0,5,1,1.6,0.4,0.8,1.4,0.3,0.8,2.7,1,0.4,14.1,63.3,0.1,0.6,0
109,Diego Contento,31,Defender,Fortuna Düsseldorf,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Diego Demme,29,Midfielder,RB Leipzig,1212,574,638,Germany,17,8,9,0,0,0,0,0,0,0,0,4,1,3,15,7,8,3,0,0,0,0,0,0,0,1.11,81,71,404,0,0.22,344,366,-1,25,2.4,0.9,1.1,0.8,1.5,0.1,0,0,0,0.2,0.6,0.6,0.8,0,0.5,1.4,0,0.6,63.9,86.6,0.1,2.3,0.1
111,Djibril Sow,24,Midfielder,Eintracht Frankfurt,1740,789,951,Switzerland,29,13,16,1,1,0,3,1,2,0,0,3,2,1,30,14,16,2,0,0.21,0.16,0.05,0.11,0,1740,1.55,58,60,870,580,0.1,213,95,-1,11,1.9,1,1.3,0.3,1.1,0.1,0,1,3,0.8,0.9,0.2,1.4,0,0.4,1.2,3,0.9,28.8,83.3,0.4,1.9,0
112,Dodi Lukebakio,23,Midfielder,Hertha BSC,2043,994,1049,Belgium,30,14,16,7,3,4,6,5,1,0,0,9,6,3,35,16,19,2,0,0.57,0.26,0.31,0.27,0.34,292,1.54,58,68,1022,341,0.09,64,40,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Dominick Drexler,31,Midfielder,Köln,1585,832,753,Germany,27,16,11,3,1,2,4,4,0,0,0,4,4,0,38,12,26,5,0,0.4,0.23,0.17,0.11,0.24,528,2.16,42,59,317,396,0.28,116,55,-1,7,1.3,1,1,0.4,0.9,0.2,0,3,4,0.7,1,0.6,1.4,0.3,0.8,0.9,4,1,21.7,74.6,0.7,0.9,0
114,Dominik Bilogrević,22,Midfielder,Paderborn,0,0,0,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Dominik Kohr,27,Midfielder,Eintracht Frankfurt,1448,763,685,Germany,26,13,13,0,0,0,3,2,1,0,0,5,4,1,29,15,14,6,1,0.19,0.19,0,0,0,0,1.8,50,56,207,483,0.44,346,75,-1,24,1.7,1.2,1.3,0.5,1.3,0.4,0,0,3,1.1,0.7,0.7,0.7,0,0.5,0.7,3,0.7,30,80.9,0.1,1.3,0
116,Dominique Heintz,27,Defender,Freiburg,2434,1178,1256,Germany,28,14,14,0,0,0,1,0,1,0,0,6,5,1,32,9,23,2,0,0.04,0.04,0,0,0,0,1.18,76,87,1217,2434,0.07,294,227,39,19,1.7,1.5,0.5,4.5,0.9,0.9,0,0,1,0.1,0.1,0.6,0.5,0,0.3,0.4,1,0.1,47.6,82.9,0.1,4.3,0.1
117,Dong-Won Ji,30,Midfielder,Mainz 05,100,0,100,South Korea,4,0,4,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,0,0,0,0,0,0,1.8,50,25,100,0,0.9,-1,-1,-1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Edimilson Fernandes,25,Midfielder,Mainz 05,1487,792,695,Switzerland,24,13,11,1,1,0,0,0,0,0,0,3,1,2,31,15,16,7,1,0.06,0,0.06,0.11,0,1487,1.88,48,62,212,0,0.42,202,301,-1,13,1.4,1.3,0.8,1.9,0.8,0.4,0,1,0,1,0.3,0.6,0.2,0,0.9,1.3,0,0.3,28.5,87,0.1,1.5,0
119,Edmond Fayçal Tapsoba,22,Defender,Bayer Leverkusen,1057,545,512,Burkina Faso,14,7,7,0,0,0,0,0,0,0,0,4,3,1,20,12,8,2,0,0,0,0,0,0,0,1.7,53,76,529,0,0.17,246,274,96,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Eduard Löwen,24,Defender,Augsburg,977,594,383,Germany,23,12,11,2,1,1,1,1,0,0,0,5,2,3,20,13,7,0,0,0.28,0.09,0.18,0.15,0.23,489,1.84,49,42,0,977,0,112,174,114,6,0.6,0.3,0.7,0.4,0.8,0.1,0,2,1,0.7,0.8,0.7,0.8,0.1,0.9,1.4,1,0.8,13.3,62.3,0.7,0.7,0
121,Eduard Löwen,24,Defender,Augsburg,977,594,383,Germany,23,12,11,2,1,1,1,1,0,0,0,5,2,3,20,13,7,0,0,0.28,0.09,0.18,0.15,0.23,489,1.84,49,42,0,977,0,112,174,114,6,1.3,1,0.6,0.3,0.9,0.1,0,0,0,0.7,0,1.3,0.3,0,0.4,1.4,0,0,20.9,78.8,0.3,1.4,0
122,Ellyes Skhiri,26,Midfielder,Köln,2676,1414,1262,France,32,16,16,1,0,1,3,2,1,0,0,6,5,1,60,24,36,4,0,0.13,0.1,0.03,0,0.07,2676,2.02,45,84,669,892,0.13,235,161,-1,14,2.3,2.1,1.1,0.9,1.5,0.3,0,1,3,0.8,0.6,0.7,0.6,0.1,1.2,1.4,3,0.6,42.9,85.6,0.1,2.7,0
123,Elvis Rexhbecaj,23,Midfielder,Köln,620,271,349,Germany,13,6,7,0,0,0,3,1,2,0,0,2,1,1,15,5,10,3,0,0.44,0.44,0,0,0,0,2.18,41,48,207,207,0.44,372,9,-1,16,1.2,0.2,0.6,0.3,0.6,0,0,0,3,1,0.7,0.8,1,0,0.5,1.2,3,0.7,16.8,70.2,0.4,1.2,0.2
124,Emil Forsberg,29,Forward,RB Leipzig,1141,612,529,Sweden,22,11,11,5,4,1,2,1,1,2,0,4,1,3,18,12,6,1,0,0.55,0.16,0.39,0.59,0.17,228,1.42,63,52,1141,571,0.08,46,99,-1,4,0.7,0.2,0.5,0.1,0.9,0,0,5,2,1.2,1.2,1,0.9,0.1,0.6,1,2,1.2,22.7,80.4,0.5,0.7,0.1
125,Emre Can,27,Midfielder,Borussia Dortmund,956,378,578,Germany,12,5,7,2,1,1,0,0,0,0,0,7,3,4,8,2,6,5,0,0.19,0,0.19,0.24,0.16,478,0.75,120,80,191,0,0.47,109,275,-1,11,1.6,1.6,1.2,1.1,0.6,0.5,0,2,0,1.3,0.3,1.2,1.3,0,0.8,1.2,0,0.3,59.8,88.3,0,4.6,0
126,Eric Oelschlägel,25,Goalkeeper,Borussia Dortmund,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Erik Durm,29,Defender,Eintracht Frankfurt,511,246,265,Germany,9,3,6,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,1.23,73,57,0,0,0,348,369,44,21,1.4,0.3,0.4,0.8,0.9,0.2,0,0,0,1.6,0.4,0.4,0.4,0,1.2,1,0,0.4,19.4,62.3,0.2,1,0
128,Erik Thommy,26,Midfielder,Fortuna Düsseldorf,2264,1239,1025,Germany,34,17,17,6,4,2,4,1,3,0,0,4,3,1,44,23,21,3,0,0.4,0.16,0.24,0.29,0.18,377,1.75,51,67,755,566,0.12,92,97,-1,2,1.2,0.5,0.5,0.5,0.7,0.1,1,6,4,1.8,1.1,1.3,1.7,0.2,1.3,1.3,4,1.1,21.1,77.7,1.1,0.8,0
129,Ermin Bičakčić,31,Defender,Hoffenheim,1172,535,637,Bosnia and Herzegovina,21,9,12,2,1,1,0,0,0,0,0,6,2,4,20,11,9,0,0,0.15,0,0.15,0.17,0.14,586,1.54,59,56,0,0,0,127,351,78,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Ethan Ampadu,20,Midfielder,RB Leipzig,78,68,10,Wales,3,2,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,-1,-1,-1,23,1.7,0.3,0,1,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,27.7,90.4,0,0.7,0
131,Exequiel Palacios,22,Midfielder,Bayer Leverkusen,177,113,64,Argentina,3,2,1,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0.51,177,59,0,0,0,-1,-1,-1,23,2.7,0.3,0.3,0,1,0,0,0,0,1.7,1,0.7,1.7,0,0.7,0.3,0,1,48.7,87,0,1.7,0.3
132,Fabian Giefer,31,Goalkeeper,Augsburg,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Fabian Johnson,33,Midfielder,Borussia M'gladbach,271,190,81,USA,6,4,2,0,0,0,0,0,0,0,0,2,2,0,4,3,1,0,0,0,0,0,0,0,0,1.33,68,45,0,0,0,386,386,-1,22,0.8,0.3,0.2,0.3,0.3,0.2,0,0,0,0,0.3,0.2,0.5,0.3,0.8,0.7,0,0.3,16,75,0,0.8,0
134,Fabian Reese,23,Forward,Schalke 04,86,0,86,Germany,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,-1,-1,-1,22,0.5,0,0,0.5,0,0.5,0,0,0,1.5,1,0,0.5,0.5,0,2,0,1,8,43.8,0.5,0,0
135,Fabrice Hartmann,20,Forward,RB Leipzig,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Famana Quizera,19,Midfielder,Borussia M'gladbach,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Felix Götze,23,Defender,Augsburg,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Felix Klaus,28,Midfielder,Wolfsburg,669,307,362,Germany,23,10,13,0,0,0,1,0,1,0,0,6,3,3,7,2,5,1,1,0.13,0.13,0,0,0,0,0.94,96,29,335,669,0.27,342,119,-1,22,1,0.1,0.5,0.2,0.5,0.1,0,0,1,0.8,0.6,0.2,1,0.1,0.6,1,1,0.6,8.3,68.9,0.2,0.2,0
139,Felix Kroos,30,Midfielder,Union Berlin,369,187,182,Germany,15,8,7,0,0,0,0,0,0,0,0,6,6,0,6,0,6,1,0,0,0,0,0,0,0,1.46,62,25,369,0,0.24,250,368,-1,17,1.1,0.2,0.8,0.7,0.5,0.2,0,0,0,0.3,0,0,0.1,0,0,0.4,0,0,10.7,80.1,0,0.6,0.1
140,Felix Uduokhai,23,Defender,Augsburg,1961,777,1184,Germany,26,11,15,0,0,0,0,0,0,0,0,6,2,4,35,13,22,3,0,0,0,0,0,0,0,1.61,56,75,654,0,0.14,343,322,89,16,1.7,1.4,0.5,4.5,0.4,1.2,0,0,0,0.2,0.2,0.2,0.6,0,0.4,0.3,0,0.2,35.4,80.8,0,2.7,0
141,Felix Wiedwald,31,Goalkeeper,Eintracht Frankfurt,270,180,90,Germany,3,2,1,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,2.33,39,90,0,0,0,-1,-1,-1,20,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,67.4,0,9,0
142,Filip Kostić,28,Midfielder,Eintracht Frankfurt,2959,1530,1429,Serbia,33,17,16,4,4,0,11,9,2,0,0,5,4,1,55,25,30,4,0,0.46,0.33,0.12,0.24,0,740,1.67,54,90,740,269,0.12,152,20,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Fin Bartels,34,Midfielder,Werder Bremen,327,197,130,Germany,14,9,5,0,0,0,0,0,0,0,0,2,1,1,9,6,3,2,0,0,0,0,0,0,0,2.48,36,23,164,0,0.55,260,260,-1,30,0.6,0.1,0.6,0.1,0.6,0.1,0,0,0,0.5,0.3,0.4,0,0.1,0.2,0.9,0,0.3,9.9,74.6,0.1,0.3,0
144,Finn Dahmen,23,Goalkeeper,Mainz 05,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Florian Baak,22,Defender,Hertha BSC,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Florian Flecker,25,Midfielder,Union Berlin,0,0,0,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
