,players,age,league,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall
114,Alessandro Florenzi,30,Ligue 1,Midfielder,PSG,1543,733,810,Italy,21,10,11,2,1,1,1,0,1,0,0,10,4,6,12,7,5,1,0,0.17,0.06,0.12,0.12,0.11,772,0.7,129,73,1543,1543,0.06
115,Alessandro Mercati,19,Serie A,Midfielder,Sassuolo,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
116,Alessandro Rigo,19,Serie A,Midfielder,Udinese,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
117,Alessandro Schöpf,27,Bundesliga,Midfielder,Schalke 04,941,290,651,Austria,19,8,11,0,0,0,0,0,0,0,0,1,1,0,30,5,25,0,0,0.0,0.0,0.0,0.0,0.0,0,2.87,31,50,0,0,0.0
118,Alessandro Tripaldelli,22,Serie A,Defender,Cagliari,296,118,178,Italy,10,5,5,0,0,0,0,0,0,0,0,0,0,0,8,4,4,1,0,0.0,0.0,0.0,0.0,0.0,0,2.43,37,30,296,0,0.3
119,Alessandro Tuia,31,Serie A,Defender,Benevento,1767,819,948,Italy,27,14,13,1,0,1,0,0,0,0,0,5,2,3,32,16,16,6,0,0.05,0.0,0.05,0.0,0.09,1767,1.63,55,65,295,0,0.31
120,Alessio Cragno,27,Serie A,Goalkeeper,Cagliari,3060,1530,1530,Italy,34,17,17,0,0,0,0,0,0,0,0,6,3,3,48,22,26,1,0,0.0,0.0,0.0,0.0,0.0,0,1.41,64,90,3060,0,0.03
121,Alessio Furlanetto,19,Serie A,Goalkeeper,Lazio,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
122,Alessio Romagnoli,26,Serie A,Defender,AC Milan,1907,900,1007,Italy,22,10,12,1,1,0,1,0,1,0,0,7,4,3,25,14,11,7,0,0.09,0.05,0.05,0.1,0.0,1907,1.18,76,87,272,1907,0.33
123,Alex Arnofoli,18,Serie A,Defender,Bologna,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
124,Alex Cordaz,38,Serie A,Goalkeeper,Crotone,3240,1620,1620,Italy,36,18,18,0,0,0,0,0,0,0,0,2,0,2,86,33,53,1,0,0.0,0.0,0.0,0.0,0.0,0,2.39,38,90,3240,0,0.03
125,Alex Ferrari,27,Serie A,Defender,Sampdoria,882,360,522,Italy,12,6,6,0,0,0,1,0,1,0,0,3,2,1,14,5,9,3,0,0.1,0.1,0.0,0.0,0.0,0,1.43,63,74,294,882,0.31
126,Alex Iwobi,25,Premier League,Forward,Everton,1541,727,814,Nigeria,30,14,16,1,0,1,2,1,1,0,0,8,2,6,19,8,11,0,0,0.18,0.12,0.06,0.0,0.11,1541,1.11,81,51,0,771,0.0
127,Alex McCarthy,31,Premier League,Goalkeeper,Southampton,2700,1350,1350,England,30,15,15,0,0,0,0,0,0,0,0,7,5,2,49,18,31,2,0,0.0,0.0,0.0,0.0,0.0,0,1.63,55,90,1350,0,0.07
128,Alex Meret,24,Serie A,Goalkeeper,Napoli,1980,1170,810,Italy,22,13,9,0,0,0,0,0,0,0,0,6,4,2,26,12,14,0,0,0.0,0.0,0.0,0.0,0.0,0,1.18,76,90,0,0,0.0
129,Alex Nicolao Telles,28,Premier League,Defender,Manchester United,692,338,354,Brazil,9,5,4,0,0,0,2,1,1,0,0,2,2,0,11,5,6,0,0,0.26,0.26,0.0,0.0,0.0,0,1.43,63,77,0,346,0.0
130,Alex Oxlade-Chamberlain,27,Premier League,Midfielder,Liverpool,243,121,122,England,13,6,7,1,0,1,1,0,1,0,0,5,2,3,6,0,6,0,0,0.74,0.37,0.37,0.0,0.74,243,2.22,41,19,0,243,0.0
131,Alex Sandro,30,Serie A,Defender,Juventus,1856,966,890,Brazil,26,14,12,2,2,0,1,1,0,0,0,6,4,2,20,11,9,2,0,0.15,0.05,0.1,0.19,0.0,928,0.97,93,71,928,1856,0.1
132,Alexander Djiku,26,Ligue 1,Defender,Strasbourg,2553,1296,1257,France,30,15,15,0,0,0,0,0,0,0,0,10,5,5,35,18,17,8,0,0.0,0.0,0.0,0.0,0.0,0,1.23,73,85,319,0,0.28
133,Alexander Hack,27,Bundesliga,Defender,Mainz 05,1365,708,657,Germany,21,11,10,1,0,1,0,0,0,0,0,3,1,2,24,10,14,2,0,0.07,0.0,0.07,0.0,0.14,1365,1.58,57,65,683,0,0.13
134,Alexander Isak,21,La Liga,Forward,Real Sociedad,2361,1060,1301,Sweden,34,16,18,17,9,8,2,1,1,0,1,13,5,8,22,10,12,4,0,0.72,0.08,0.65,0.76,0.55,139,0.84,107,69,590,1181,0.15
135,Alexander Mesa Travieso,26,La Liga,Forward,Cádiz,8,8,0,Spain,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8,0,0,0.0
136,Alexander Nübel,24,Bundesliga,Goalkeeper,Bayern München,90,0,90,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,45,90,0,0,0.0
137,Alexander Schwolow,29,Bundesliga,Goalkeeper,Hertha BSC,2340,1170,1170,Germany,26,13,13,0,0,0,0,0,0,0,0,8,5,3,36,21,15,0,0,0.0,0.0,0.0,0.0,0.0,0,1.38,65,90,0,0,0.0
138,Alexander Sørloth,25,Bundesliga,Forward,RB Leipzig,1430,734,696,Norway,29,15,14,5,2,3,3,2,1,0,1,14,8,6,13,5,8,2,0,0.5,0.19,0.31,0.25,0.39,286,0.82,110,49,715,477,0.13
139,Alexandre Jankewitz,19,Premier League,Midfielder,Southampton,3,1,2,Switzerland,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,2,0,60.0
140,Alexandre Lacazette,30,Premier League,Forward,Arsenal,1930,959,971,France,31,15,16,13,3,10,2,0,2,3,0,10,4,6,21,10,11,3,0,0.7,0.09,0.61,0.28,0.93,148,0.98,92,62,643,965,0.14
141,Alexandre Letellier,30,Ligue 1,Goalkeeper,PSG,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
142,Alexandre Mendy,27,Ligue 1,Forward,Bordeaux,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
143,Alexandre Oukidja,33,Ligue 1,Goalkeeper,Metz,3060,1620,1440,France,34,18,16,0,0,0,0,0,0,0,0,8,4,4,35,22,13,4,1,0.0,0.0,0.0,0.0,0.0,0,1.03,87,90,612,0,0.15
144,Alexandre Pierre,20,Ligue 1,Goalkeeper,Strasbourg,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
145,Alexis Claude Maurice,23,Ligue 1,Forward,Nice,1908,1110,798,France,30,17,13,4,3,1,5,5,0,0,0,5,3,2,34,19,15,2,0,0.42,0.24,0.19,0.24,0.11,477,1.6,56,64,954,382,0.09
146,Alexis Flips,21,Ligue 1,Forward,Reims,41,24,17,France,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.0,2.2,0.0,5.29,41,0.0,0,21,0,0,0.0
147,Alexis Mac Allister,22,Premier League,Midfielder,Brighton & Hove Albion,1116,587,529,Argentina,21,10,11,1,0,1,1,0,1,0,0,7,5,2,13,6,7,1,0,0.16,0.08,0.08,0.0,0.17,1116,1.05,86,53,1116,1116,0.08
148,Alexis Saelemaekers,22,Serie A,Midfielder,AC Milan,2050,878,1172,Belgium,32,15,17,2,1,1,4,2,2,0,0,11,6,5,24,11,13,7,1,0.26,0.18,0.09,0.1,0.08,1025,1.05,85,64,293,513,0.31
149,Alexis Sanchez,32,Serie A,Forward,Inter Milan,1139,470,669,Chile,30,15,15,7,4,3,5,2,3,0,1,12,6,6,13,7,6,0,0,0.95,0.4,0.55,0.77,0.4,163,1.03,88,38,0,228,0.0
150,Alexis Trouillet,20,Ligue 1,Midfielder,Nice,106,48,58,France,5,3,2,0,0,0,0,0,0,0,0,1,0,1,3,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0,2.55,35,21,0,0,0.0
151,Alfie Devine,17,Premier League,Midfielder,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
152,Alfons Amade,21,Bundesliga,Defender,Hoffenheim,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
153,Alfonso,25,La Liga,Midfielder,Villarreal,2099,867,1232,Spain,29,13,16,1,0,1,2,2,0,0,0,6,1,5,26,13,13,8,0,0.13,0.09,0.04,0.0,0.07,2099,1.11,81,72,262,1050,0.34
154,Alfonso González Martínez,22,La Liga,Forward,Celta de Vigo,32,32,0,Spain,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,16,0,0,0.0
155,Alfonso Pastor Vacas,20,La Liga,Goalkeeper,Sevilla FC,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
156,Alfred Duncan,28,Serie A,Midfielder,Cagliari,1228,726,502,Ghana,23,13,10,0,0,0,1,0,1,0,0,6,3,3,18,12,6,2,0,0.07,0.07,0.0,0.0,0.0,0,1.32,68,53,614,1228,0.15
157,Alfred Gomis,27,Ligue 1,Goalkeeper,Rennes,2430,1260,1170,Senegal,27,14,13,0,0,0,0,0,0,0,0,5,3,2,32,14,18,1,0,0.0,0.0,0.0,0.0,0.0,0,1.19,76,90,2430,0,0.04
158,Alfredo Pedraza Arias,20,La Liga,Midfielder,Levante UD,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
159,Alfreð Finnbogason,32,Bundesliga,Forward,Augsburg,535,294,241,Iceland,17,10,7,0,0,0,1,1,0,0,2,5,3,2,7,6,1,0,0,0.17,0.17,0.0,0.0,0.0,0,1.18,76,31,0,535,0.0
160,Alireza Jahanbakhsh,27,Premier League,Forward,Brighton & Hove Albion,521,325,196,Iran,21,13,8,0,0,0,1,1,0,0,0,5,3,2,7,4,3,3,0,0.17,0.17,0.0,0.0,0.0,0,1.21,74,25,174,521,0.52
161,Alisson Becker,28,Premier League,Goalkeeper,Liverpool,2970,1530,1440,Brazil,33,17,16,1,0,1,0,0,0,0,0,10,4,6,30,18,12,1,0,0.03,0.0,0.03,0.0,0.06,2970,0.91,99,90,2970,0,0.03
162,Alkhaly Momo Cissé,0,Bundesliga,Forward,Stuttgart,32,25,7,France,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,6,32,0,2.81
163,Allan,30,Premier League,Midfielder,Everton,2052,990,1062,Brazil,24,11,13,0,0,0,0,0,0,0,0,9,3,6,29,14,15,6,0,0.0,0.0,0.0,0.0,0.0,0,1.27,71,86,342,0,0.26
164,Allan Nyom,33,La Liga,Defender,Getafe CF,2333,1270,1063,Cameroon,31,17,14,0,0,0,2,1,1,0,0,13,7,6,27,10,17,11,1,0.08,0.08,0.0,0.0,0.0,0,1.04,86,75,194,1167,0.46
165,Allan Saint-Maximin,24,Premier League,Midfielder,Newcastle United,1568,861,707,France,25,14,11,3,1,2,4,3,1,0,0,4,1,3,24,15,9,0,0,0.4,0.23,0.17,0.1,0.25,523,1.38,65,63,0,392,0.0
166,Allan Tchaptchet,19,Premier League,Defender,Southampton,12,0,12,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,7.5,12,12,0,0,0.0
167,Almamy Touré,25,Bundesliga,Defender,Eintracht Frankfurt,703,323,380,Mali,17,9,8,1,1,0,1,1,0,0,0,2,1,1,12,4,8,2,0,0.26,0.13,0.13,0.28,0.0,703,1.54,59,41,352,703,0.26
168,Alphonse Areola,28,Premier League,Goalkeeper,Fulham,3240,1530,1710,France,36,17,19,0,0,0,0,0,0,0,0,9,5,4,45,22,23,2,0,0.0,0.0,0.0,0.0,0.0,0,1.25,72,90,1620,0,0.06
169,Alphonso Davies,20,Bundesliga,Midfielder,Bayern München,1768,896,872,Canada,23,12,11,1,1,0,2,1,1,0,0,5,4,1,31,15,16,3,1,0.15,0.1,0.05,0.1,0.0,1768,1.58,57,77,442,884,0.2
170,Altin Kryeziu,19,Serie A,Midfielder,Torino,0,0,0,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
171,Alvaro Morata,28,Serie A,Forward,Juventus,2018,834,1184,Spain,32,16,16,11,4,7,9,4,5,1,0,7,5,2,23,10,13,4,1,0.89,0.4,0.49,0.43,0.53,183,1.03,88,63,404,224,0.22
172,Amad Diallo Traoré,19,Premier League,Forward,Manchester United,167,85,82,Côte d'Ivoire,3,2,1,0,0,0,1,1,0,0,0,0,0,0,3,2,1,0,0,0.54,0.54,0.0,0.0,0.0,0,1.62,56,56,0,167,0.0
173,Amad Diallo Traoré,19,Serie A,Forward,Atalanta,13,13,0,Côte d'Ivoire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,6.92,13,13,13,0,6.92
174,Amadou Diambo,20,Serie A,Midfielder,Benevento,2,0,2,Ghana,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,0.0
175,Amadou Diawara,24,Serie A,Midfielder,Roma,659,251,408,Guinea,18,10,8,1,0,1,0,0,0,0,0,5,5,0,10,2,8,4,1,0.14,0.0,0.14,0.0,0.22,659,1.37,66,37,165,0,0.55
176,Amadou Haidara,23,Bundesliga,Midfielder,RB Leipzig,1908,911,997,Mali,31,15,16,3,2,1,1,0,1,0,0,14,8,6,20,6,14,4,0,0.19,0.05,0.14,0.2,0.09,636,0.94,95,62,477,1908,0.19
177,Amadou Traore,19,Ligue 1,Forward,Bordeaux,285,113,172,France,19,9,10,0,0,0,1,0,1,0,0,4,2,2,4,2,2,0,0,0.32,0.32,0.0,0.0,0.0,0,1.26,71,15,0,285,0.0
178,Amankwaa Akurugu,19,La Liga,Defender,Getafe CF,44,0,44,Ghana,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,2.05,44,44,0,0,0.0
179,Ambroise Oyongo Bitolo,30,Ligue 1,Defender,Montpellier,553,225,328,Cameroon,13,7,6,1,1,0,1,0,1,0,0,3,0,3,10,8,2,1,0,0.33,0.16,0.16,0.4,0.0,553,1.63,55,43,553,553,0.16
180,Amer Gojak,24,Serie A,Midfielder,Torino,472,222,250,Bosnia and Herzegovina,15,7,8,1,0,1,1,0,1,0,0,3,2,1,6,2,4,1,0,0.38,0.19,0.19,0.0,0.36,472,1.14,79,31,472,472,0.19
181,Amin Younes,27,Bundesliga,Forward,Eintracht Frankfurt,1397,593,804,Germany,26,11,15,3,2,1,3,0,3,0,0,4,2,2,22,6,16,5,0,0.39,0.19,0.19,0.3,0.11,466,1.42,64,54,279,466,0.32
182,Amine Gouiri,21,Ligue 1,Forward,Nice,2752,1324,1428,France,34,17,17,12,8,4,7,2,5,4,0,9,3,6,40,23,17,5,0,0.62,0.23,0.39,0.54,0.25,229,1.31,69,81,550,393,0.16
183,Amine Harit,24,Bundesliga,Midfielder,Schalke 04,2111,983,1128,France,28,14,14,2,2,0,5,4,1,0,0,3,2,1,58,21,37,4,0,0.3,0.21,0.09,0.18,0.0,1056,2.47,36,75,528,422,0.17
184,Amir Abrashi,31,Bundesliga,Midfielder,Freiburg,56,0,56,Albania,5,1,4,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.61,56,11,0,0,0.0
185,Amir Arli,18,Ligue 1,Midfielder,Dijon,0,0,0,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
186,Amir Feratovič,19,Serie A,Defender,Roma,0,0,0,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
187,Amir Rrahmani,27,Serie A,Defender,Napoli,1091,480,611,Kosovo,16,7,9,1,1,0,0,0,0,0,0,5,3,2,14,4,10,2,0,0.08,0.0,0.08,0.19,0.0,1091,1.15,78,68,546,0,0.16
188,Amjhad Nazih,19,Ligue 1,Goalkeeper,Nîmes,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
189,Amos Pieper,23,Bundesliga,Midfielder,Arminia Bielefeld,2684,1350,1334,Germany,30,15,15,1,0,1,1,1,0,0,0,11,6,5,47,21,26,6,0,0.07,0.03,0.03,0.0,0.07,2684,1.58,57,89,447,2684,0.2
190,Anaitz Arbilla,34,La Liga,Defender,SD Eibar,2803,1451,1352,Spain,34,18,16,0,0,0,1,0,1,0,0,8,5,3,45,19,26,8,0,0.03,0.03,0.0,0.0,0.0,0,1.44,62,82,350,2803,0.26
191,Anastasios Donis,24,Ligue 1,Forward,Reims,97,97,0,Greece,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.93,97,32,49,0,1.86
192,Ander Barrenetxea Muguruza,19,La Liga,Forward,Real Sociedad,1298,719,579,Spain,31,15,16,3,3,0,0,0,0,0,0,11,4,7,15,9,6,7,0,0.21,0.0,0.21,0.38,0.0,433,1.04,87,42,185,0,0.49
193,Ander Capa,29,La Liga,Defender,Athletic Club Bilbao,2140,1100,1040,Spain,28,14,14,2,1,1,1,0,1,0,0,5,4,1,27,11,16,5,0,0.13,0.04,0.08,0.08,0.09,1070,1.14,79,76,428,2140,0.21
194,Ander Guevara Lajo,24,La Liga,Midfielder,Real Sociedad,2088,1044,1044,Spain,31,15,16,1,0,1,1,0,1,0,0,12,4,8,26,17,9,5,0,0.09,0.04,0.04,0.0,0.09,2088,1.12,80,67,418,2088,0.22
195,Ander Herrera,31,Ligue 1,Midfielder,PSG,1845,881,964,Spain,31,15,16,1,0,1,3,2,1,0,0,16,7,9,10,5,5,6,0,0.2,0.15,0.05,0.0,0.09,1845,0.49,185,60,308,615,0.29
196,Anderson-Lenda Lucoqui,24,Bundesliga,Defender,Arminia Bielefeld,1607,852,755,Germany,21,12,9,0,0,0,0,0,0,0,0,6,4,2,23,12,11,5,0,0.0,0.0,0.0,0.0,0.0,0,1.29,70,77,321,0,0.28
197,Andi Zeqiri,22,Premier League,Forward,Brighton & Hove Albion,163,101,62,Switzerland,9,5,4,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.55,163,18,0,0,0.0
198,Andoni Gorosabel,24,La Liga,Defender,Real Sociedad,2391,1140,1251,Spain,32,16,16,0,0,0,1,1,0,0,0,11,5,6,23,12,11,3,0,0.04,0.04,0.0,0.0,0.0,0,0.87,104,75,797,2391,0.11
199,Andoni Zubiaurre Dorronsoro,24,La Liga,Goalkeeper,Real Sociedad,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
200,Andrea Adorante,21,Serie A,Forward,Parma,9,0,9,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9,0,0,0.0
201,Andrea Belotti,27,Serie A,Forward,Torino,2895,1401,1494,Italy,35,18,17,13,8,5,6,2,4,4,1,8,4,4,46,24,22,4,0,0.59,0.19,0.4,0.51,0.3,223,1.43,63,83,724,483,0.12
202,Andrea Carboni,20,Serie A,Defender,Cagliari,1086,566,520,Italy,15,7,8,0,0,0,1,1,0,0,0,4,1,3,14,10,4,2,0,0.08,0.08,0.0,0.0,0.0,0,1.16,78,72,543,1086,0.17
203,Andrea Consigli,34,Serie A,Goalkeeper,Sassuolo,3330,1710,1620,Italy,37,19,18,0,0,0,0,0,0,0,0,7,4,3,52,26,26,1,0,0.0,0.0,0.0,0.0,0.0,0,1.41,64,90,3330,0,0.03
204,Andrea Conti,27,Serie A,Defender,Parma,834,545,289,Italy,14,8,6,0,0,0,0,0,0,0,0,3,1,2,17,11,6,3,0,0.0,0.0,0.0,0.0,0.0,0,1.83,49,60,278,0,0.32
205,Andrea Danzi,22,Serie A,Midfielder,Hellas Verona,104,90,14,Italy,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,52,104,0,0.87
206,Andrea Favilli,24,Serie A,Forward,Hellas Verona,332,178,154,Italy,11,5,6,2,1,1,0,0,0,0,0,4,2,2,2,0,2,1,0,0.54,0.0,0.54,0.51,0.58,166,0.54,166,30,332,0,0.27
207,Andrea Ghion,21,Serie A,Midfielder,Sassuolo,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
208,Andrea Masiello,35,Serie A,Defender,Genoa,2567,1149,1418,Italy,30,13,17,0,0,0,0,0,0,0,0,9,3,6,42,20,22,6,0,0.0,0.0,0.0,0.0,0.0,0,1.47,61,86,428,0,0.21
209,Andrea Petagna,26,Serie A,Forward,Napoli,953,372,581,Italy,26,12,14,4,2,2,3,2,1,0,0,9,4,5,12,3,9,0,0,0.66,0.28,0.38,0.48,0.31,238,1.13,79,37,0,318,0.0
210,Andrea Pinamonti,22,Serie A,Forward,Inter Milan,163,144,19,Italy,8,6,2,1,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0.55,0.0,0.55,0.63,0.0,163,0.0,0,20,0,0,0.0
211,Andrea Poli,31,Serie A,Midfielder,Bologna,373,248,125,Italy,18,8,10,1,1,0,0,0,0,0,0,3,1,2,8,6,2,1,0,0.24,0.0,0.24,0.36,0.0,373,1.93,47,21,373,0,0.24
212,Andrea Ranocchia,33,Serie A,Defender,Inter Milan,704,524,180,Italy,8,6,2,0,0,0,1,0,1,0,0,3,1,2,7,7,0,2,0,0.13,0.13,0.0,0.0,0.0,0,0.89,101,88,352,704,0.26
213,Andrea Rispoli,32,Serie A,Defender,Crotone,644,287,357,Italy,19,9,10,0,0,0,0,0,0,0,0,1,0,1,24,5,19,4,0,0.0,0.0,0.0,0.0,0.0,0,3.35,27,34,161,0,0.56
214,Andreas Christensen,25,Premier League,Defender,Chelsea,1371,732,639,Denmark,17,9,8,0,0,0,0,0,0,0,0,9,5,4,13,7,6,3,1,0.0,0.0,0.0,0.0,0.0,0,0.85,105,81,343,0,0.26
215,Andreas Cornelius,28,Serie A,Forward,Parma,1901,1077,824,Denmark,29,15,14,1,1,0,4,2,2,0,0,3,3,0,40,26,14,4,0,0.24,0.19,0.05,0.08,0.0,1901,1.89,48,66,475,475,0.19
216,Andreas Kristoffer Jungdal,19,Serie A,Goalkeeper,AC Milan,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
217,Andreas Luthe,34,Bundesliga,Goalkeeper,Union Berlin,2769,1329,1440,Germany,31,15,16,0,0,0,0,0,0,0,0,5,3,2,41,17,24,1,0,0.0,0.0,0.0,0.0,0.0,0,1.33,68,89,2769,0,0.03
218,Andreas Pereira,25,Serie A,Midfielder,Lazio,525,151,374,Brazil,26,10,16,1,0,1,2,0,2,0,0,7,3,4,7,0,7,7,1,0.51,0.34,0.17,0.0,0.24,525,1.2,75,20,75,263,1.2
219,Andreas Skov Olsen,21,Serie A,Midfielder,Bologna,1176,508,668,Denmark,26,12,14,2,1,1,2,1,1,0,0,4,2,2,19,8,11,1,0,0.31,0.15,0.15,0.18,0.13,588,1.45,62,45,1176,588,0.08
220,Andreas Söndergaard,20,Premier League,Goalkeeper,Wolverhampton Wanderers,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
221,Andreas Voglsammer,29,Bundesliga,Forward,Arminia Bielefeld,1002,453,549,Germany,18,9,9,2,1,1,2,0,2,0,0,6,3,3,14,6,8,1,0,0.36,0.18,0.18,0.2,0.16,501,1.26,72,56,1002,501,0.09
222,Andreaw Gravillon,23,Ligue 1,Defender,Lorient,2274,1080,1194,Guadeloupe,26,12,14,2,2,0,2,1,1,0,0,4,3,1,40,18,22,4,1,0.16,0.08,0.08,0.17,0.0,1137,1.58,57,87,455,1137,0.2
223,Andrei Florin Ratiu,23,La Liga,Forward,Villarreal,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
224,Andrei Girotto,29,Ligue 1,Midfielder,Nantes,2664,1365,1299,Brazil,34,16,18,1,1,0,1,1,0,0,0,5,2,3,40,22,18,4,1,0.07,0.03,0.03,0.07,0.0,2664,1.35,67,78,533,2664,0.17
225,Andrej Kramarić,30,Bundesliga,Forward,Hoffenheim,2386,1230,1156,Croatia,28,15,13,20,10,10,5,5,0,5,0,6,4,2,41,19,22,2,0,0.94,0.19,0.75,0.73,0.78,119,1.55,58,85,1193,477,0.08
226,Andrew Lonergan,37,Premier League,Goalkeeper,West Bromwich Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
227,Andrew Robertson,27,Premier League,Defender,Liverpool,3386,1705,1681,Scotland,38,19,19,1,1,0,7,3,4,0,0,12,5,7,40,19,21,2,0,0.21,0.19,0.03,0.05,0.0,3386,1.06,85,89,1693,484,0.05
